,img_url,description
106,/us/en/images/products/applaro-bar-table-and-bar-stools-outdoor-beige__0736484_PE740575_S4.JPG,"For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The cushion has a longer life because it can be turned over and used on both sides."
107,/us/en/images/products/applaro-chair-outdoor__0665140_PE713007_S4.JPG,"The chair is easy to fold up and store, which makes it perfect for extra dinner guests. You can make your chair more comfortable and personal by adding a chair pad in a style you like. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
108,/us/en/images/products/applaro-table-reclining-chairs-outdoor-blue__0666779_PE713670_S4.JPG,"The dropleaves can be folded and removed, so you can quickly adjust the table size according to your needs. The hole in the middle of the table top keeps your umbrella in place. The back of the chair can be adjusted to five different positions. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The seat/back cushion has a longer life, since it can be turned over and used on both sides."
109,/us/en/images/products/applaro-table-reclining-chairs-outdoor-blue__0666788_PE713679_S4.JPG,"The dropleaves can be folded and removed, so you can quickly adjust the table size according to your needs. The hole in the middle of the table top keeps your umbrella in place. The back of the chair can be adjusted to five different positions. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The seat/back cushion has a longer life, since it can be turned over and used on both sides."
110,/us/en/images/products/applaro-table-and-folding-chairs-outdoor__0665903_PE713297_S4.JPG,"Two folding dropleaves allow you to adjust the table size according to your needs. The chair is easy to fold up and store, which makes it perfect for extra dinner guests. You can make your chair more comfortable and personal by adding a chair pad in a style you like. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
111,/us/en/images/products/applaro-table-and-armchairs-outdoor-gray__0666772_PE713662_S4.JPG,"The dropleaves can be folded and removed, so you can quickly adjust the table size according to your needs. The hole in the middle of the table top keeps your umbrella in place. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The cushion has a longer life because it can be turned over and used on both sides."
112,/us/en/images/products/applaro-table-and-folding-chairs-outdoor__0665935_PE713312_S4.JPG,"Two folding dropleaves allow you to adjust the table size according to your needs. The chair is easy to fold up and store, which makes it perfect for extra dinner guests. You can make your chair more comfortable and personal by adding a chair pad in a style you like. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
113,/us/en/images/products/applaro-table-and-reclining-chairs__0310779_PE513325_S4.JPG,"The hole in the middle of the table top keeps your umbrella in place. You can make your chair more comfortable and personal by adding a chair pad in a style you like. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The back of the chair can be adjusted to five different positions."
114,/us/en/images/products/applaro-table-reclining-chairs-outdoor-blue__0666791_PE713682_S4.JPG,"The dropleaves can be folded and removed, so you can quickly adjust the table size according to your needs. The hole in the middle of the table top keeps your umbrella in place. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The back of the chair can be adjusted to five different positions. The seat/back cushion has a longer life, since it can be turned over and used on both sides. Ties keep the pad firmly in place on the chair."
115,/us/en/images/products/applaro-table-outdoor__0690552_PE723352_S4.JPG,"The hole in the middle of the table top keeps your umbrella in place. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
116,/us/en/images/products/backig-bowl-black__0714490_PE730102_S4.JPG,"Made of tempered glass, which makes the bowl durable and extra resistant to impact."
117,/us/en/images/products/backig-deep-plate-bowl-black__0714491_PE730103_S4.JPG,"Made of tempered glass, which makes the plate durable and extra resistant to impact."
118,/us/en/images/products/backig-plate-black__0714493_PE730105_S4.JPG,"Made of tempered glass, which makes the plate durable and extra resistant to impact."
119,/us/en/images/products/backig-serving-plate-black__0712362_PE728781_S4.JPG,"Made of tempered glass, which makes the plate durable and extra resistant to impact."
120,/us/en/images/products/backig-side-plate-black__0714500_PE730107_S4.JPG,"Made of tempered glass, which makes the side plate durable and extra resistant to impact."
121,/us/en/images/products/balungen-double-hook__0710489_PE727586_S4.JPG,"No visible screws, as the hardware is concealed. The chrome finish is durable and resistant to corrosion."
122,/us/en/images/products/balungen-hook__0710518_PE727613_S4.JPG,"No visible screws, as the hardware is concealed. The chrome finish is durable and resistant to corrosion."
123,/us/en/images/products/balungen-soap-dispenser__0711733_PE728418_S4.JPG,"Easy to fill with your favorite soap. Small, hidden plastic feet at the base keep the soap dispenser in place, while protecting your sink from scratches."
124,/us/en/images/products/balungen-toilet-roll-holder__0384897_PE558683_S4.JPG,"The magnetic holder allows you to quickly and easily change the toilet paper roll. No visible screws, as the hardware is concealed. The chrome finish is durable and resistant to corrosion."
