,Unnamed: 0,img_url,description
88,88,/us/en/images/products/applaro-chair-outdoor-gray__0729358_PE736949_S4.JPG,"By combining different seating sections you can create a sofa in a shape and size that perfectly suits your outdoor space. You can make your sofa even more comfortable and add a personal touch by complementing with decorative cushions in different sizes and colors. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain. The cushion covers are dope dyed, a process that reduces consumption of water and dyestuff while improving color fastness compared to traditional dyeing techniques."
1762,1762,/us/en/images/products/lomviken-frame__0638226_PE698777_S4.JPG,"Can be used hanging or standing to fit in the space available. Front protection in plastic makes the frame safer to use. PHneutral mat; will not discolor the picture. Can also be used without the mat, to hold a larger picture. Available in different sizes."
2234,2234,/us/en/images/products/ribba-frame-white__0638327_PE698851_S4.JPG,You can place the motif on the front or back of the extra deep frame. The mat enhances the picture and makes framing easy. The mat is acidfree and will not discolor the picture. Adapted in size to hang several together. Front protection in plastic makes the frame safer to use.
1786,1786,/us/en/images/products/mackapar-shoe-rack-white__0710716_PE727737_S4.JPG,"If you need more space for shoes, you can place another shoe rack on top of the first one."
3335,3335,/us/en/images/products/variera-utensil-tray__0260486_PE404452_S4.JPG,"Makes it easier to keep your cutlery and utensils organized, so you can quickly find what you need in the kitchen drawer and start cooking. Looks after your kitchen utensils and prevents them from getting scratches or other damages in the drawer. Fits MAXIMERA kitchen drawer perfectly, so you can utilize the full volume in all your kitchen drawers. The bamboo gives your kitchen a warm and finished expression."
846,846,/us/en/images/products/gronlid-chaise-gray__0577287_PE668743_S4.JPG,"The sofa's sections can be combined in different ways to get a size and shape that suits you. If you ever need a larger sofa, you can always add a section or two. Deep seat cushions with a top layer of fiber balls and plenty of comfortable back cushions make GRÖNLID sofa feel soft and inviting. Storage space under the chaise. The lid stays open so you can safely and easily take things in and out. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure."
10,10,/us/en/images/products/anilinare-notepad-blue__0669829_PE716478_S4.JPG,A lot to remember? A note pad can be a big help. The pages have a light color tone to make it easier on your eyes.
1822,1822,/us/en/images/products/mammut-children-s-chair-blue__0727922_PE735928_S4.JPG,"Perfect for small children to sit at and play, draw, do crafts or set the table for a cozy picnic in the garden. The furniture is light but sturdy, and your child can carry them from room to room or out into the garden. Made from harmless plastic, the same material used in baby bottles, disposable diapers and food boxes. Also perfect for outdoor use since it is made to withstand rain, sun, snow and dirt. Easy to assemble – you just click the components together."
1348,1348,/us/en/images/products/kafferep-oat-biscuits__0539242_PE652409_S4.JPG,Crunchy and delicate oat biscuits with a touch of caramel. Sugarfree. Contains sweetener. Conveniently served as they are. For example with coffee and good friends as “fika” – coffee break Swedish style.
1896,1896,/us/en/images/products/njutning-scented-candle-in-glass-gray__0640065_PE699628_S4.JPG,"A spicy scent of bergamot and tea with warm milk. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
1675,1675,/us/en/images/products/lidhult-armrest-gray__0662894_PE712234_S4.JPG,The armrests with extra filling are designed to be comfortable for you to lean against or rest your head on when lying down. The cover has a high percentage of cotton that gives a warm and natural feel. The fabric both looks and feels soft thanks to the twotone effect and the fine structure. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure.
3403,3403,/us/en/images/products/vimle-sofa-multicolor__0725528_PE734921_S4.JPG,This soft and cozy sofa will have a long life as the seat cushions are filled with high resilience foam that gives good support for your body and quickly regains its original shape when you get up. The ottoman has an extra storage space under the seat for all those little things you have in your home. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure.
2853,2853,/us/en/images/products/proppmatt-chopping-board__0711768_PE728460_S4.JPG,"The chopping board collects food juice in the milled groove and prevents it from spilling on to your countertop. Made of solid wood, which is a durable natural material and gentle on your knives. The weight provides a stable base for cutting."
2260,2260,/us/en/images/products/samla-box-white__0711017_PE727898_S4.JPG,"If you keep all your small things in boxes, it will be easier to stay organized and find what you need. The box is made of transparent plastic so you can quickly and easily find what you need."
3071,3071,/us/en/images/products/tostero-umbrella-cover-black__0709161_PE726846_S4.JPG,"TOSTERÖ waterproof cover will protect your umbrella from rain, sun, dirt, dust, and pollen when not in use. Protecting your umbrella with a waterproof cover is an easy and effective way to keep it looking fresh and new for longer."
3396,3396,/us/en/images/products/vilto-step-stool__0739454_PE741742_S4.JPG,"Birch is finegrained and pale in color with a satinlike sheen that darkens with age. Birch often has knots or heartwood in cream or light brown giving a distinctive, natural look to your furniture. Adjustable feet for increased stability and protection against wet floors. A step stool that makes it easier to reach things you store high up. Perfect in a small bathroom."
2419,2419,/us/en/images/products/sjorapport-cured-cold-smoked-salmon__0534365_PE649089_S4.JPG,"First cured in salt, sugar, dill and pepper, then coldsmoked, meaning slightly firmer than cured salmon yet naturally fresh, less oily than coldsmoked salmon yet mildly smoky. Defrost and serve cold with boiled potatoes, mustard and dill sauce, dill and lemon or rolled out thin with pickled mushrooms and mixed herbs and sprouts. Salmon is a good source of protein and Omega3 fatty acids. This product has met the ASC's global standard for responsibly farmed seafood. No additives, no preservatives. Natural ingredients only. Freezing shortly after catch preserves the taste, nutritional value and quality."
